transaction_id,order_id,payment_method,payment_provider,transaction_date,amount,currency,status,card_last_four,authorization_code,processing_fee
8332,3332,Credit Card,Square,2023-06-01 08:16:00,2203.12,USD,Failed,1510,,44.28
8333,3333,PayPal,PayPal,2023-10-24 20:54:00,3704.61,USD,Completed,,AUTH428192,75.2
8334,3334,Credit Card,Stripe,2023-07-15 19:17:00,2601.32,USD,Completed,3237,AUTH449740,76.88
8335,3335,Credit Card,Stripe,2024-03-26 09:18:00,844.03,USD,Completed,8559,AUTH326689,22.07
8336,3336,PayPal,PayPal,2023-11-29 11:51:00,1736.28,USD,Completed,,AUTH916518,35.33
8337,3337,Debit Card,Stripe,2023-12-22 09:57:00,1199.5,USD,Completed,2532,AUTH214459,26.44
8338,3338,Debit Card,Stripe,2023-11-07 10:36:00,532.0,USD,Completed,9344,AUTH595571,15.35
8339,3339,Credit Card,Square,2024-03-23 10:43:00,1429.59,USD,Completed,4041,AUTH225777,28.95
8340,3340,Debit Card,Stripe,2023-12-31 16:12:00,246.33,USD,Completed,5576,AUTH879596,5.93
8341,3341,PayPal,PayPal,2023-10-31 17:59:00,380.62,USD,Failed,,PP216349,9.78
8342,3342,Debit Card,Stripe,2023-09-02 14:50:00,3569.28,USD,Completed,1103,AUTH576879,80.55
8343,3343,Debit Card,Stripe,2024-02-25 15:44:00,590.57,USD,Completed,3370,AUTH965130,13.14
8344,3344,Debit Card,Stripe,2023-11-29 14:29:00,3405.11,USD,Completed,3158,AUTH292588,80.38
8345,3345,Debit Card,Stripe,2023-06-15 16:01:00,2295.69,USD,Completed,1252,AUTH251069,53.77
8346,3346,Debit Card,Stripe,2023-08-11 17:58:00,2615.59,USD,Pending,5421,,72.07
8347,3347,PayPal,PayPal,2024-02-18 13:08:00,5373.84,USD,Failed,,PP796588,146.73
8348,3348,PayPal,PayPal,2023-12-19 10:25:00,1340.41,USD,Completed,,AUTH963285,32.79
8349,3349,Credit Card,Square,2024-02-21 15:53:00,979.13,USD,Pending,7157,,25.62
8350,3350,Debit Card,Stripe,2023-10-17 18:06:00,2583.26,USD,Completed,7892,AUTH772716,67.82
8351,3351,PayPal,PayPal,2023-10-27 17:30:00,4157.13,USD,Completed,,AUTH236891,102.69
8352,3352,PayPal,PayPal,2023-07-02 09:47:00,1417.18,USD,Completed,,AUTH731953,39.94
8353,3353,PayPal,PayPal,2023-09-13 16:09:00,1574.82,USD,Failed,,PP810019,33.61
8354,3354,Credit Card,Square,2023-09-23 18:40:00,2402.44,USD,Completed,6883,AUTH712731,61.02
8355,3355,Credit Card,Stripe,2023-11-07 19:59:00,175.41,USD,Completed,3153,AUTH210906,3.69
8356,3356,Credit Card,Stripe,2023-09-11 09:04:00,1921.53,USD,Completed,9798,AUTH709686,56.15
8357,3357,Credit Card,Stripe,2023-08-01 16:06:00,2697.17,USD,Completed,8042,AUTH666747,77.7
8358,3358,PayPal,PayPal,2024-01-29 08:53:00,1938.3,USD,Completed,,AUTH941307,49.15
8359,3359,Debit Card,Stripe,2023-06-29 09:19:00,1262.4,USD,Completed,8011,AUTH929595,36.34
8360,3360,PayPal,PayPal,2023-09-29 16:16:00,296.53,USD,Completed,,AUTH586129,7.06
8361,3361,PayPal,PayPal,2023-08-03 14:09:00,2486.24,USD,Pending,,PP624497,62.79
8362,3362,Credit Card,Square,2023-08-12 19:42:00,1525.82,USD,Completed,1387,AUTH636002,41.95
8363,3363,Debit Card,Stripe,2024-03-06 11:30:00,1166.6,USD,Completed,2451,AUTH691978,24.61
8364,3364,Debit Card,Stripe,2023-07-22 17:31:00,531.69,USD,Completed,3140,AUTH189919,12.96
8365,3365,Credit Card,Stripe,2023-12-15 19:51:00,3455.3,USD,Completed,9668,AUTH963900,95.66
8366,3366,Debit Card,Stripe,2024-01-04 10:01:00,1173.92,USD,Completed,3094,AUTH974098,25.8
8367,3367,PayPal,PayPal,2024-03-15 14:00:00,2622.14,USD,Failed,,PP392135,66.61
8368,3368,Debit Card,Stripe,2024-01-14 08:58:00,1684.98,USD,Completed,1640,AUTH628660,36.36
8369,3369,Credit Card,Stripe,2024-01-21 12:00:00,830.0,USD,Completed,9647,AUTH530145,19.24
8370,3370,PayPal,PayPal,2024-02-13 11:22:00,3564.43,USD,Completed,,AUTH849119,101.79
8371,3371,Credit Card,Stripe,2023-07-03 10:41:00,917.74,USD,Completed,3727,AUTH308983,25.18
8372,3372,PayPal,PayPal,2024-03-15 13:29:00,1134.16,USD,Completed,,AUTH878613,24.37
8373,3373,PayPal,PayPal,2023-11-03 14:04:00,265.3,USD,Completed,,AUTH444827,5.31
8374,3374,Credit Card,Stripe,2024-01-28 17:42:00,1695.68,USD,Completed,1032,AUTH163920,34.26
8375,3375,Debit Card,Stripe,2023-11-13 17:37:00,435.28,USD,Completed,5779,AUTH879906,11.81
8376,3376,PayPal,PayPal,2023-06-24 08:54:00,1623.91,USD,Completed,,AUTH722585,34.28
8377,3377,Debit Card,Stripe,2023-07-20 18:06:00,817.25,USD,Completed,9537,AUTH699509,22.62
8378,3378,PayPal,PayPal,2023-09-27 20:51:00,1477.91,USD,Completed,,AUTH224896,35.56
8379,3379,Debit Card,Stripe,2023-08-29 19:57:00,762.22,USD,Completed,2512,AUTH503159,19.57
8380,3380,Debit Card,Stripe,2023-07-03 08:39:00,399.61,USD,Completed,3275,AUTH818810,9.97
8381,3381,Debit Card,Stripe,2023-07-08 15:48:00,425.82,USD,Completed,9715,AUTH910899,10.97
8382,3382,PayPal,PayPal,2023-08-29 13:06:00,2537.67,USD,Completed,,AUTH747785,51.89
8383,3383,PayPal,PayPal,2023-08-08 18:36:00,758.96,USD,Completed,,AUTH868664,17.74
8384,3384,PayPal,PayPal,2023-10-08 15:28:00,758.08,USD,Pending,,PP674214,18.39
8385,3385,Debit Card,Stripe,2023-09-12 19:10:00,1542.4,USD,Completed,1665,AUTH153123,31.2
8386,3386,PayPal,PayPal,2024-03-25 08:40:00,97.86,USD,Completed,,AUTH361138,2.38
8387,3387,Credit Card,Stripe,2023-06-18 20:08:00,3759.88,USD,Completed,5002,AUTH567318,78.3
8388,3388,Credit Card,Stripe,2023-12-26 17:34:00,1708.86,USD,Completed,2395,AUTH433804,35.76
8389,3389,Credit Card,Square,2024-02-26 15:12:00,1545.64,USD,Completed,6402,AUTH625597,33.1
8390,3390,PayPal,PayPal,2023-11-28 13:39:00,2209.76,USD,Completed,,AUTH119053,48.37
8391,3391,PayPal,PayPal,2023-07-05 15:27:00,849.51,USD,Completed,,AUTH797020,17.09
8392,3392,Credit Card,Square,2023-07-07 17:05:00,1353.38,USD,Completed,4918,AUTH391225,32.66
8393,3393,Credit Card,Stripe,2023-07-31 15:14:00,297.9,USD,Completed,7145,AUTH702673,7.77
8394,3394,Debit Card,Stripe,2023-09-23 12:59:00,949.07,USD,Completed,5478,AUTH524067,23.08
8395,3395,Credit Card,Stripe,2023-12-01 09:55:00,3095.5,USD,Completed,2564,AUTH161404,78.95
8396,3396,PayPal,PayPal,2024-02-29 17:15:00,2918.49,USD,Pending,,PP856041,58.84
8397,3397,Credit Card,Stripe,2023-06-30 16:44:00,369.93,USD,Completed,9832,AUTH196051,9.95
8398,3398,Credit Card,Stripe,2023-10-13 18:01:00,333.42,USD,Pending,4645,,8.38
8399,3399,Credit Card,Square,2023-10-12 11:21:00,2997.29,USD,Failed,3445,,88.75
8400,3400,PayPal,PayPal,2024-03-07 19:21:00,2131.43,USD,Completed,,AUTH656666,50.02
8401,3401,PayPal,PayPal,2024-02-08 09:51:00,677.75,USD,Completed,,AUTH822287,15.76
8402,3402,PayPal,PayPal,2023-07-07 14:38:00,1813.88,USD,Completed,,AUTH928027,52.83
8403,3403,Debit Card,Stripe,2024-03-09 15:08:00,3780.55,USD,Completed,3617,AUTH333066,88.63
8404,3404,Credit Card,Square,2023-06-19 15:32:00,3236.64,USD,Completed,5827,AUTH191425,69.89
8405,3405,Credit Card,Stripe,2024-01-31 12:50:00,64.98,USD,Failed,3285,,1.66
8406,3406,Credit Card,Square,2023-06-29 08:49:00,368.27,USD,Completed,2903,AUTH819971,8.91
8407,3407,Credit Card,Stripe,2023-06-10 16:30:00,430.88,USD,Completed,6363,AUTH462756,11.05
8408,3408,Debit Card,Stripe,2023-12-11 19:08:00,1214.1,USD,Completed,7513,AUTH219980,35.01
8409,3409,Credit Card,Stripe,2023-08-10 09:28:00,2908.56,USD,Completed,3832,AUTH329704,59.78
8410,3410,Credit Card,Square,2023-09-08 13:27:00,2101.47,USD,Completed,1881,AUTH189394,44.71
8411,3411,Credit Card,Stripe,2023-07-18 17:00:00,902.84,USD,Completed,8508,AUTH190875,18.32
8412,3412,Credit Card,Stripe,2024-03-01 17:02:00,3856.49,USD,Completed,3083,AUTH695379,105.48
8413,3413,Credit Card,Square,2023-06-30 09:03:00,407.83,USD,Completed,2467,AUTH231169,8.28
8414,3414,Debit Card,Stripe,2023-10-23 08:20:00,3943.38,USD,Pending,7131,,79.32
8415,3415,Debit Card,Stripe,2023-08-06 17:25:00,2655.65,USD,Completed,6326,AUTH335288,78.49
8416,3416,PayPal,PayPal,2023-07-10 09:16:00,889.37,USD,Completed,,AUTH860643,18.2
8417,3417,PayPal,PayPal,2023-11-30 11:28:00,2777.79,USD,Completed,,AUTH251337,82.74
8418,3418,Debit Card,Stripe,2023-12-05 20:35:00,1291.99,USD,Failed,5912,,30.79
8419,3419,PayPal,PayPal,2023-10-15 13:44:00,997.73,USD,Completed,,AUTH192392,23.28
8420,3420,PayPal,PayPal,2023-11-25 14:45:00,2887.26,USD,Completed,,AUTH854113,79.21
8421,3421,Credit Card,Stripe,2023-07-11 11:58:00,3345.11,USD,Failed,6064,,83.35
8422,3422,Debit Card,Stripe,2024-03-10 11:07:00,1210.29,USD,Completed,6729,AUTH685455,35.84
8423,3423,PayPal,PayPal,2023-09-29 19:28:00,353.51,USD,Completed,,AUTH529740,8.96
8424,3424,Credit Card,Stripe,2023-07-29 08:31:00,1442.87,USD,Pending,2663,,39.67
8425,3425,Credit Card,Stripe,2024-03-28 14:19:00,1474.66,USD,Completed,4002,AUTH513391,36.17
8426,3426,Debit Card,Stripe,2023-12-14 15:01:00,2436.78,USD,Completed,7853,AUTH837770,68.45
8427,3427,Debit Card,Stripe,2023-06-23 11:13:00,706.06,USD,Pending,7556,,20.85
8428,3428,PayPal,PayPal,2024-01-07 16:03:00,659.12,USD,Completed,,AUTH180308,19.49
8429,3429,Credit Card,Square,2024-03-04 20:22:00,333.12,USD,Pending,7697,,9.5
8430,3430,PayPal,PayPal,2023-10-13 20:48:00,1485.66,USD,Completed,,AUTH985322,33.72
8431,3431,PayPal,PayPal,2023-06-15 13:46:00,1791.19,USD,Completed,,AUTH970181,37.27
8432,3432,PayPal,PayPal,2024-01-05 20:46:00,1166.91,USD,Completed,,AUTH770157,25.76
8433,3433,PayPal,PayPal,2023-07-26 16:24:00,1595.07,USD,Completed,,AUTH214140,44.76
8434,3434,PayPal,PayPal,2024-02-29 15:27:00,2977.61,USD,Completed,,AUTH606852,89.13
8435,3435,Credit Card,Stripe,2023-12-13 15:47:00,323.02,USD,Completed,6131,AUTH385081,9.08
8436,3436,PayPal,PayPal,2023-06-08 12:51:00,1136.34,USD,Completed,,AUTH861327,27.49
8437,3437,Debit Card,Stripe,2023-10-06 20:34:00,1079.13,USD,Completed,2809,AUTH258141,22.52
8438,3438,Debit Card,Stripe,2023-12-20 08:39:00,3808.8,USD,Completed,6837,AUTH271575,89.77
8439,3439,PayPal,PayPal,2023-10-07 20:41:00,1281.9,USD,Completed,,AUTH519083,34.1
8440,3440,Debit Card,Stripe,2023-11-05 17:42:00,2388.04,USD,Completed,2440,AUTH903644,50.72
8441,3441,Credit Card,Square,2023-08-31 15:29:00,3683.28,USD,Completed,9957,AUTH677168,76.62
8442,3442,Debit Card,Stripe,2024-01-25 08:22:00,2048.35,USD,Completed,1041,AUTH998812,54.66
8443,3443,Debit Card,Stripe,2023-06-30 17:05:00,3022.01,USD,Completed,6527,AUTH810062,78.17
8444,3444,Debit Card,Stripe,2023-07-03 15:11:00,119.01,USD,Completed,9236,AUTH945457,2.59
8445,3445,PayPal,PayPal,2024-02-09 10:14:00,3011.7,USD,Completed,,AUTH390694,77.9
8446,3446,PayPal,PayPal,2023-06-26 11:07:00,101.58,USD,Completed,,AUTH524832,2.44
8447,3447,Debit Card,Stripe,2024-02-15 15:37:00,668.46,USD,Completed,2611,AUTH956223,14.04
8448,3448,Debit Card,Stripe,2023-09-25 08:45:00,1799.34,USD,Completed,3637,AUTH954775,51.79
8449,3449,Credit Card,Square,2023-11-28 16:45:00,2062.38,USD,Completed,5570,AUTH186257,57.79
8450,3450,Debit Card,Stripe,2023-07-26 09:32:00,1810.4,USD,Completed,1480,AUTH224218,49.03
8451,3451,Debit Card,Stripe,2023-07-10 11:13:00,1641.63,USD,Completed,9648,AUTH544474,32.9
8452,3452,Debit Card,Stripe,2023-12-30 09:41:00,2168.01,USD,Completed,2646,AUTH848190,59.19
8453,3453,Debit Card,Stripe,2023-06-13 13:38:00,389.22,USD,Completed,1957,AUTH312478,8.42
8454,3454,Debit Card,Stripe,2023-12-26 18:23:00,1319.36,USD,Completed,8319,AUTH677512,37.31
8455,3455,Credit Card,Stripe,2023-06-16 10:23:00,1365.02,USD,Completed,5522,AUTH134009,40.11
8456,3456,Credit Card,Stripe,2023-08-16 17:01:00,730.58,USD,Completed,8779,AUTH952797,15.46
8457,3457,PayPal,PayPal,2023-11-08 16:45:00,815.73,USD,Completed,,AUTH620494,22.41
8458,3458,PayPal,PayPal,2023-09-19 14:53:00,1877.86,USD,Completed,,AUTH681724,45.35
8459,3459,PayPal,PayPal,2023-08-16 14:48:00,1444.8,USD,Pending,,PP894474,34.5
8460,3460,PayPal,PayPal,2023-07-10 11:36:00,2895.57,USD,Completed,,AUTH472012,77.71
8461,3461,Credit Card,Stripe,2023-08-02 16:51:00,3200.96,USD,Completed,5233,AUTH203307,82.64
8462,3462,Debit Card,Stripe,2024-02-24 16:28:00,551.05,USD,Completed,8645,AUTH961379,13.91
8463,3463,Credit Card,Square,2024-03-21 12:58:00,1028.28,USD,Pending,2973,,21.36
8464,3464,Debit Card,Stripe,2023-12-03 11:29:00,2958.64,USD,Completed,6532,AUTH655859,64.07
8465,3465,Debit Card,Stripe,2023-10-02 15:46:00,3781.08,USD,Completed,3727,AUTH685222,95.6
8466,3466,Credit Card,Square,2023-11-28 16:32:00,3008.74,USD,Completed,1056,AUTH594585,64.31
8467,3467,Debit Card,Stripe,2024-02-03 17:14:00,1667.62,USD,Completed,1921,AUTH849793,37.13
8468,3468,PayPal,PayPal,2024-03-18 10:59:00,909.73,USD,Pending,,PP210922,22.08
8469,3469,PayPal,PayPal,2023-12-26 18:37:00,2360.11,USD,Completed,,AUTH592811,70.24
8470,3470,Debit Card,Stripe,2023-10-12 20:18:00,1753.57,USD,Completed,4322,AUTH809724,45.52
8471,3471,PayPal,PayPal,2023-07-12 14:26:00,3455.32,USD,Completed,,AUTH614232,95.88
8472,3472,Credit Card,Stripe,2024-02-09 18:56:00,181.05,USD,Completed,4714,AUTH142276,4.43
8473,3473,Credit Card,Square,2024-01-19 08:10:00,1619.84,USD,Completed,2737,AUTH107312,35.35
8474,3474,Debit Card,Stripe,2024-03-10 19:59:00,633.96,USD,Completed,9995,AUTH484131,17.65
8475,3475,PayPal,PayPal,2023-06-18 14:01:00,945.65,USD,Pending,,PP624813,19.21
8476,3476,PayPal,PayPal,2023-08-07 16:55:00,1142.71,USD,Completed,,AUTH801633,32.77
8477,3477,Debit Card,Stripe,2024-01-03 13:08:00,2209.78,USD,Completed,3211,AUTH323647,63.56
8478,3478,Debit Card,Stripe,2023-10-29 09:21:00,479.71,USD,Completed,2991,AUTH509681,12.4
8479,3479,Debit Card,Stripe,2023-06-24 09:47:00,1312.08,USD,Completed,7265,AUTH678275,30.87
8480,3480,PayPal,PayPal,2023-12-27 18:28:00,2240.01,USD,Completed,,AUTH798751,55.38
8481,3481,PayPal,PayPal,2024-01-31 19:08:00,284.94,USD,Completed,,AUTH815380,7.64
8482,3482,Credit Card,Stripe,2024-03-28 16:05:00,1378.41,USD,Completed,2939,AUTH357853,35.54
8483,3483,PayPal,PayPal,2024-03-30 13:43:00,232.52,USD,Completed,,AUTH248937,4.86
8484,3484,PayPal,PayPal,2023-11-12 15:11:00,1535.7,USD,Completed,,AUTH979471,36.96
8485,3485,Debit Card,Stripe,2023-07-20 11:19:00,81.92,USD,Completed,7363,AUTH176231,1.64
8486,3486,PayPal,PayPal,2024-03-15 16:57:00,399.48,USD,Completed,,AUTH481659,8.18
8487,3487,Credit Card,Square,2023-11-13 14:20:00,3187.48,USD,Pending,3564,,72.74
8488,3488,Debit Card,Stripe,2023-09-16 14:33:00,259.8,USD,Completed,2843,AUTH750120,6.59
8489,3489,Credit Card,Stripe,2023-11-25 12:10:00,438.62,USD,Completed,5727,AUTH668149,12.52
8490,3490,Credit Card,Stripe,2024-02-05 15:14:00,338.7,USD,Completed,1167,AUTH416069,9.87
8491,3491,Credit Card,Square,2023-10-11 17:48:00,2314.88,USD,Completed,2222,AUTH953590,46.66
8492,3492,Credit Card,Stripe,2023-10-21 10:06:00,1657.56,USD,Completed,2653,AUTH486191,48.26
8493,3493,Credit Card,Square,2023-06-21 16:34:00,1760.88,USD,Completed,6975,AUTH900745,49.44
8494,3494,Debit Card,Stripe,2023-06-14 13:13:00,314.8,USD,Completed,7623,AUTH847545,8.8
8495,3495,Debit Card,Stripe,2024-01-14 16:08:00,2673.99,USD,Completed,6406,AUTH343974,61.77
8496,3496,Credit Card,Stripe,2023-07-27 19:45:00,1736.05,USD,Completed,6338,AUTH117905,48.96
8497,3497,Credit Card,Square,2024-01-08 15:16:00,284.94,USD,Pending,7891,,6.44
8498,3498,Credit Card,Stripe,2023-07-30 13:51:00,2038.25,USD,Completed,7954,AUTH997080,60.32
8499,3499,PayPal,PayPal,2023-07-09 13:10:00,589.63,USD,Completed,,AUTH678614,13.78
8500,3500,PayPal,PayPal,2024-01-19 18:47:00,3170.29,USD,Completed,,AUTH907852,65.83
